roundID,subjectID,numSelected,payoff
{"class":"gov.sandia.genlist.survey.Survey","id":338,"surveyAnswers":{"question7":"2","question6":"3","question8":"3","question1":"2","question2":"1","question3":"1","question4":"1","question5":"2"},"surveyCompletionTime":1453933258396,"surveyName":"Group Identity Questions","username":"whyme1p"}
{"class":"gov.sandia.genlist.survey.Survey","id":339,"surveyAnswers":{"question6":"3","question1":"1","question2":"2","question3":"3","question4":"4","question5":"2"},"surveyCompletionTime":1453933261795,"surveyName":"Could we fly from London to New York in an hour?","username":"demebou1011"}
{"class":"gov.sandia.genlist.survey.Survey","id":340,"surveyAnswers":{"question7":"1","question6":"4","question8":"4","question1":"2","question2":"1","question3":"1","question4":"2","question5":"1"},"surveyCompletionTime":1453933270146,"surveyName":"Group Identity Questions","username":"david"}
{"class":"gov.sandia.genlist.survey.Survey","id":341,"surveyAnswers":{"question7":"2","question6":"4","question8":"2","question1":"2","question2":"1","question3":"1","question4":"2","question5":"1"},"surveyCompletionTime":1453933289048,"surveyName":"Group Identity Questions","username":"Meena"}
{"class":"gov.sandia.genlist.survey.Survey","id":342,"surveyAnswers":{"question7":"2","question6":"4","question8":"6","question1":"2","question2":"2","question3":"2","question4":"1","question5":"2"},"surveyCompletionTime":1453933289419,"surveyName":"Group Identity Questions","username":"markg"}
{"class":"gov.sandia.genlist.survey.Survey","id":343,"surveyAnswers":{"question1":"4","question2":"3","question3":"3","question4":"3","question5":"3"},"surveyCompletionTime":1453933292063,"surveyName":"Trust Questions","username":"whyme1p"}
{"class":"gov.sandia.genlist.survey.Survey","id":344,"surveyAnswers":{"question1":"4","question2":"3","question3":"5","question4":"4","question5":"5"},"surveyCompletionTime":1453933304318,"surveyName":"Trust Questions","username":"david"}
{"class":"gov.sandia.genlist.survey.Survey","id":345,"surveyAnswers":{"question1":"3","question2":"4","question3":"2","question4":"2","question5":"1"},"surveyCompletionTime":1453933316921,"surveyName":"Trust Questions","username":"Meena"}
{"class":"gov.sandia.genlist.survey.Survey","id":346,"surveyAnswers":{"question1":"4","question2":"4","question3":"4","question4":"5","question5":"4"},"surveyCompletionTime":1453933317178,"surveyName":"Trust Questions","username":"markg"}
{"class":"gov.sandia.genlist.survey.Survey","id":347,"surveyAnswers":{"question6":"2","question1":"1","question2":"2","question3":"3","question4":"2","question5":"1"},"surveyCompletionTime":1453933328027,"surveyName":"Could we fly from London to New York in an hour?","username":"stephanie"}
{"class":"gov.sandia.genlist.survey.Survey","id":348,"surveyAnswers":{"question7":"3","question6":"2","question8":"6","question1":"2","question2":"2","question3":"2","question4":"2","question5":"2"},"surveyCompletionTime":1453933328555,"surveyName":"Group Identity Questions","username":"zszezaznz"}
{"class":"gov.sandia.genlist.survey.Survey","id":349,"surveyAnswers":{"question6":"3","question1":"3","question2":"1","question3":"4","question4":"3","question5":"1"},"surveyCompletionTime":1453933354259,"surveyName":"Why are environmentalists putting graffiti on tortoises?","username":"Hawkeye50c"}
{"class":"gov.sandia.genlist.survey.Survey","id":350,"surveyAnswers":{"question1":"3","question2":"4","question3":"3","question4":"4","question5":"4"},"surveyCompletionTime":1453933356269,"surveyName":"Trust Questions","username":"zszezaznz"}
{"class":"gov.sandia.genlist.survey.Survey","id":351,"surveyAnswers":{"question6":"4","question1":"1","question2":"2","question3":"3","question4":"2","question5":"1"},"surveyCompletionTime":1453933358961,"surveyName":"Could we fly from London to New York in an hour?","username":"Lobo"}
{"class":"gov.sandia.genlist.survey.Survey","id":352,"surveyAnswers":{"question6":"2","question1":"1","question2":"1","question3":"4","question4":"3","question5":"1"},"surveyCompletionTime":1453933377896,"surveyName":"Why are environmentalists putting graffiti on tortoises?","username":"Rrob33"}
{"class":"gov.sandia.genlist.survey.Survey","id":353,"surveyAnswers":{"question6":"1","question1":"3","question2":"1","question3":"4","question4":"1","question5":"1"},"surveyCompletionTime":1453933379381,"surveyName":"Why are environmentalists putting graffiti on tortoises?","username":"cq"}
{"class":"gov.sandia.genlist.survey.Survey","id":354,"surveyAnswers":{"question6":"3","question1":"3","question2":"1","question3":"4","question4":"3","question5":"2"},"surveyCompletionTime":1453933382016,"surveyName":"Why are environmentalists putting graffiti on tortoises?","username":"demebou1011"}
{"class":"gov.sandia.genlist.survey.Survey","id":355,"surveyAnswers":{"question7":"2","question6":"4","question8":"7","question1":"3","question2":"1","question3":"2","question4":"1","question5":"1"},"surveyCompletionTime":1453933404944,"surveyName":"Group Identity Questions","username":"kitkat"}
{"class":"gov.sandia.genlist.survey.Survey","id":356,"surveyAnswers":{"question7":"3","question6":"3","question8":"2","question1":"1","question2":"1","question3":"1","question4":"2","question5":"1"},"surveyCompletionTime":1453933409815,"surveyName":"Group Identity Questions","username":"KatieK"}
{"class":"gov.sandia.genlist.survey.Survey","id":357,"surveyAnswers":{"question7":"2","question6":"3","question8":"1","question1":"1","question2":"1","question3":"1","question4":"1","question5":"1"},"surveyCompletionTime":1453933416526,"surveyName":"Group Identity Questions","username":"turkey12"}
{"class":"gov.sandia.genlist.survey.Survey","id":358,"surveyAnswers":{"question1":"4","question2":"4","question3":"4","question4":"4","question5":"4"},"surveyCompletionTime":1453933417040,"surveyName":"Trust Questions","username":"kitkat"}
{"class":"gov.sandia.genlist.survey.Survey","id":359,"surveyAnswers":{"question7":"2","question6":"3","question8":"4","question1":"2","question2":"1","question3":"1","question4":"1","question5":"1"},"surveyCompletionTime":1453933421980,"surveyName":"Group Identity Questions","username":"Rrob33"}
{"class":"gov.sandia.genlist.survey.Survey","id":360,"surveyAnswers":{"question1":"4","question2":"4","question3":"3","question4":"4","question5":"3"},"surveyCompletionTime":1453933430791,"surveyName":"Trust Questions","username":"KatieK"}
{"class":"gov.sandia.genlist.survey.Survey","id":361,"surveyAnswers":{"question1":"2","question2":"1","question3":"2","question4":"3","question5":"4"},"surveyCompletionTime":1453933432009,"surveyName":"Trust Questions","username":"turkey12"}
{"class":"gov.sandia.genlist.survey.Survey","id":362,"surveyAnswers":{"question6":"1","question1":"3","question2":"1","question3":"4","question4":"3","question5":"1"},"surveyCompletionTime":1453933439731,"surveyName":"Why are environmentalists putting graffiti on tortoises?","username":"Lobo"}
{"class":"gov.sandia.genlist.survey.Survey","id":363,"surveyAnswers":{"question1":"4","question2":"3","question3":"3","question4":"4","question5":"3"},"surveyCompletionTime":1453933442185,"surveyName":"Trust Questions","username":"Rrob33"}
{"class":"gov.sandia.genlist.survey.Survey","id":364,"surveyAnswers":{"question7":"2","question6":"3","question8":"3","question1":"1","question2":"1","question3":"1","question4":"1","question5":"1"},"surveyCompletionTime":1453933446426,"surveyName":"Group Identity Questions","username":"Brito"}
{"class":"gov.sandia.genlist.survey.Survey","id":365,"surveyAnswers":{"question7":"3","question6":"3","question8":"4","question1":"3","question2":"2","question3":"2","question4":"1","question5":"2"},"surveyCompletionTime":1453933449765,"surveyName":"Group Identity Questions","username":"demebou1011"}
{"class":"gov.sandia.genlist.survey.Survey","id":366,"surveyAnswers":{"question7":"4","question6":"2","question8":"5","question1":"2","question2":"2","question3":"1","question4":"1","question5":"1"},"surveyCompletionTime":1453933462608,"surveyName":"Group Identity Questions","username":"Hawkeye50c"}
{"class":"gov.sandia.genlist.survey.Survey","id":367,"surveyAnswers":{"question1":"3","question2":"3","question3":"3","question4":"3","question5":"3"},"surveyCompletionTime":1453933464137,"surveyName":"Trust Questions","username":"Brito"}
{"class":"gov.sandia.genlist.survey.Survey","id":368,"surveyAnswers":{"question7":"2","question6":"5","question8":"4","question1":"2","question2":"1","question3":"1","question4":"1","question5":"1"},"surveyCompletionTime":1453933469716,"surveyName":"Group Identity Questions","username":"Lobo"}
{"class":"gov.sandia.genlist.survey.Survey","id":369,"surveyAnswers":{"question1":"3","question2":"3","question3":"3","question4":"3","question5":"3"},"surveyCompletionTime":1453933481746,"surveyName":"Trust Questions","username":"Lobo"}
{"class":"gov.sandia.genlist.survey.Survey","id":370,"surveyAnswers":{"question7":"1","question6":"3","question8":"1","question1":"1","question2":"1","question3":"1","question4":"2","question5":"1"},"surveyCompletionTime":1453933495597,"surveyName":"Group Identity Questions","username":"awunderlich"}
{"class":"gov.sandia.genlist.survey.Survey","id":371,"surveyAnswers":{"question1":"4","question2":"4","question3":"4","question4":"4","question5":"3"},"surveyCompletionTime":1453933495861,"surveyName":"Trust Questions","username":"Hawkeye50c"}
{"class":"gov.sandia.genlist.survey.Survey","id":372,"surveyAnswers":{"question7":"2","question6":"4","question8":"6","question1":"2","question2":"2","question3":"2","question4":"1","question5":"2"},"surveyCompletionTime":1453933502999,"surveyName":"Group Identity Questions","username":"cq"}
{"class":"gov.sandia.genlist.survey.Survey","id":373,"surveyAnswers":{"question1":"4","question2":"4","question3":"4","question4":"4","question5":"4"},"surveyCompletionTime":1453933504911,"surveyName":"Trust Questions","username":"demebou1011"}
{"class":"gov.sandia.genlist.survey.Survey","id":374,"surveyAnswers":{"question6":"1","question1":"3","question2":"1","question3":"4","question4":"3","question5":"1"},"surveyCompletionTime":1453933507741,"surveyName":"Why are environmentalists putting graffiti on tortoises?","username":"stephanie"}
{"class":"gov.sandia.genlist.survey.Survey","id":375,"surveyAnswers":{"question1":"4","question2":"4","question3":"3","question4":"3","question5":"3"},"surveyCompletionTime":1453933526542,"surveyName":"Trust Questions","username":"awunderlich"}
{"class":"gov.sandia.genlist.survey.Survey","id":376,"surveyAnswers":{"question7":"2","question6":"5","question8":"6","question1":"2","question2":"2","question3":"1","question4":"1","question5":"1"},"surveyCompletionTime":1453933551357,"surveyName":"Group Identity Questions","username":"stephanie"}
{"class":"gov.sandia.genlist.survey.Survey","id":377,"surveyAnswers":{"question1":"4","question2":"2","question3":"2","question4":"4","question5":"4"},"surveyCompletionTime":1453933576248,"surveyName":"Trust Questions","username":"stephanie"}
{"class":"gov.sandia.genlist.survey.Survey","id":378,"surveyAnswers":{"question6":"4","question1":"2","question2":"2","question3":"3","question4":"2","question5":"2"},"surveyCompletionTime":1453933587075,"surveyName":"Could we fly from London to New York in an hour?","username":"bananak"}
{"class":"gov.sandia.genlist.survey.Survey","id":379,"surveyAnswers":{"question1":"4","question2":"3","question3":"4","question4":"3","question5":"4"},"surveyCompletionTime":1453933595873,"surveyName":"Trust Questions","username":"cq"}
{"class":"gov.sandia.genlist.survey.Survey","id":380,"surveyAnswers":{"question6":"2","question1":"1","question2":"2","question3":"3","question4":"2","question5":"3"},"surveyCompletionTime":1453933601950,"surveyName":"Could we fly from London to New York in an hour?","username":"turker279"}
{"class":"gov.sandia.genlist.survey.Survey","id":381,"surveyAnswers":{"question6":"3","question1":"1","question2":"2","question3":"3","question4":"3","question5":"3"},"surveyCompletionTime":1453933606786,"surveyName":"Could we fly from London to New York in an hour?","username":"ksjkml"}
{"class":"gov.sandia.genlist.survey.Survey","id":382,"surveyAnswers":{"question6":"3","question1":"1","question2":"2","question3":"3","question4":"3","question5":"2"},"surveyCompletionTime":1453933607842,"surveyName":"Could we fly from London to New York in an hour?","username":"lilmisssunshine"}
{"class":"gov.sandia.genlist.survey.Survey","id":383,"surveyAnswers":{"question6":"3","question1":"1","question2":"2","question3":"3","question4":"3","question5":"2"},"surveyCompletionTime":1453933641910,"surveyName":"Could we fly from London to New York in an hour?","username":"Jalong2"}
{"class":"gov.sandia.genlist.survey.Survey","id":384,"surveyAnswers":{"question6":"1","question1":"1","question2":"1","question3":"4","question4":"1","question5":"1"},"surveyCompletionTime":1453933650794,"surveyName":"Why are environmentalists putting graffiti on tortoises?","username":"turker279"}
{"class":"gov.sandia.genlist.survey.Survey","id":385,"surveyAnswers":{"question6":"4","question1":"1","question2":"2","question3":"3","question4":"2","question5":"1"},"surveyCompletionTime":1453933664059,"surveyName":"Could we fly from London to New York in an hour?","username":"Cerianna"}
{"class":"gov.sandia.genlist.survey.Survey","id":386,"surveyAnswers":{"question6":"4","question1":"1","question2":"2","question3":"3","question4":"1","question5":"1"},"surveyCompletionTime":1453933668573,"surveyName":"Could we fly from London to New York in an hour?","username":"millkat"}
{"class":"gov.sandia.genlist.survey.Survey","id":387,"surveyAnswers":{"question7":"2","question6":"4","question8":"8","question1":"3","question2":"2","question3":"2","question4":"1","question5":"2"},"surveyCompletionTime":1453933680592,"surveyName":"Group Identity Questions","username":"turker279"}
{"class":"gov.sandia.genlist.survey.Survey","id":388,"surveyAnswers":{"question6":"3","question1":"3","question2":"1","question3":"4","question4":"3","question5":"1"},"surveyCompletionTime":1453933692698,"surveyName":"Why are environmentalists putting graffiti on tortoises?","username":"ksjkml"}
{"class":"gov.sandia.genlist.survey.Survey","id":389,"surveyAnswers":{"question1":"5","question2":"5","question3":"5","question4":"5","question5":"5"},"surveyCompletionTime":1453933695851,"surveyName":"Trust Questions","username":"turker279"}
{"class":"gov.sandia.genlist.survey.Survey","id":390,"surveyAnswers":{"question7":"4","question6":"1","question8":"10","question1":"3","question2":"3","question3":"2","question4":"2","question5":"3"},"surveyCompletionTime":1453933708729,"surveyName":"Group Identity Questions","username":"monalisa"}
{"class":"gov.sandia.genlist.survey.Survey","id":391,"surveyAnswers":{"question6":"1","question1":"3","question2":"1","question3":"4","question4":"1","question5":"1"},"surveyCompletionTime":1453933712263,"surveyName":"Why are environmentalists putting graffiti on tortoises?","username":"Cerianna"}
{"class":"gov.sandia.genlist.survey.Survey","id":392,"surveyAnswers":{"question7":"4","question6":"1","question8":"1","question1":"2","question2":"1","question3":"1","question4":"2","question5":"1"},"surveyCompletionTime":1453933715238,"surveyName":"Group Identity Questions","username":"vbell"}
{"class":"gov.sandia.genlist.survey.Survey","id":393,"surveyAnswers":{"question6":"1","question1":"1","question2":"1","question3":"4","question4":"3","question5":"3"},"surveyCompletionTime":1453933716962,"surveyName":"Why are environmentalists putting graffiti on tortoises?","username":"bananak"}
{"class":"gov.sandia.genlist.survey.Survey","id":394,"surveyAnswers":{"question6":"1","question1":"1","question2":"1","question3":"4","question4":"3","question5":"1"},"surveyCompletionTime":1453933723909,"surveyName":"Why are environmentalists putting graffiti on tortoises?","username":"millkat"}
{"class":"gov.sandia.genlist.survey.Survey","id":395,"surveyAnswers":{"question7":"1","question6":"5","question8":"1","question1":"1","question2":"1","question3":"1","question4":"1","question5":"1"},"surveyCompletionTime":1453933734682,"surveyName":"Group Identity Questions","username":"ksjkml"}
{"class":"gov.sandia.genlist.survey.Survey","id":396,"surveyAnswers":{"question7":"2","question6":"4","question8":"3","question1":"1","question2":"2","question3":"1","question4":"2","question5":"1"},"surveyCompletionTime":1453933739800,"surveyName":"Group Identity Questions","username":"Bert"}
{"class":"gov.sandia.genlist.survey.Survey","id":397,"surveyAnswers":{"question6":"1","question1":"3","question2":"1","question3":"4","question4":"3","question5":"1"},"surveyCompletionTime":1453933740299,"surveyName":"Why are environmentalists putting graffiti on tortoises?","username":"Jalong2"}
{"class":"gov.sandia.genlist.survey.Survey","id":398,"surveyAnswers":{"question7":"1","question6":"5","question8":"1","question1":"2","question2":"1","question3":"1","question4":"1","question5":"1"},"surveyCompletionTime":1453933742379,"surveyName":"Group Identity Questions","username":"Cerianna"}
{"class":"gov.sandia.genlist.survey.Survey","id":399,"surveyAnswers":{"question1":"4","question2":"5","question3":"5","question4":"4","question5":"5"},"surveyCompletionTime":1453933743724,"surveyName":"Trust Questions","username":"monalisa"}
{"class":"gov.sandia.genlist.survey.Survey","id":400,"surveyAnswers":{"question1":"2","question2":"4","question3":"3","question4":"4","question5":"3"},"surveyCompletionTime":1453933752001,"surveyName":"Trust Questions","username":"vbell"}
{"class":"gov.sandia.genlist.survey.Survey","id":401,"surveyAnswers":{"question1":"5","question2":"3","question3":"3","question4":"3","question5":"3"},"surveyCompletionTime":1453933752451,"surveyName":"Trust Questions","username":"ksjkml"}
{"class":"gov.sandia.genlist.survey.Survey","id":402,"surveyAnswers":{"question7":"1","question6":"5","question8":"1","question1":"1","question2":"1","question3":"1","question4":"1","question5":"1"},"surveyCompletionTime":1453933755519,"surveyName":"Group Identity Questions","username":"millkat"}
{"class":"gov.sandia.genlist.survey.Survey","id":403,"surveyAnswers":{"question1":"3","question2":"3","question3":"3","question4":"3","question5":"3"},"surveyCompletionTime":1453933759567,"surveyName":"Trust Questions","username":"Cerianna"}
{"class":"gov.sandia.genlist.survey.Survey","id":404,"surveyAnswers":{"question1":"2","question2":"3","question3":"3","question4":"2","question5":"2"},"surveyCompletionTime":1453933760137,"surveyName":"Trust Questions","username":"Bert"}
{"class":"gov.sandia.genlist.survey.Survey","id":405,"surveyAnswers":{"question7":"2","question6":"3","question8":"5","question1":"2","question2":"1","question3":"2","question4":"1","question5":"2"},"surveyCompletionTime":1453933766620,"surveyName":"Group Identity Questions","username":"bananak"}
{"class":"gov.sandia.genlist.survey.Survey","id":406,"surveyAnswers":{"question1":"3","question2":"3","question3":"3","question4":"3","question5":"3"},"surveyCompletionTime":1453933774463,"surveyName":"Trust Questions","username":"millkat"}
{"class":"gov.sandia.genlist.survey.Survey","id":407,"surveyAnswers":{"question7":"4","question6":"3","question8":"8","question1":"3","question2":"3","question3":"2","question4":"1","question5":"2"},"surveyCompletionTime":1453933778361,"surveyName":"Group Identity Questions","username":"doll"}
{"class":"gov.sandia.genlist.survey.Survey","id":408,"surveyAnswers":{"question7":"2","question6":"4","question8":"4","question1":"2","question2":"1","question3":"1","question4":"1","question5":"1"},"surveyCompletionTime":1453933793023,"surveyName":"Group Identity Questions","username":"Jalong2"}
{"class":"gov.sandia.genlist.survey.Survey","id":409,"surveyAnswers":{"question1":"5","question2":"5","question3":"4","question4":"5","question5":"4"},"surveyCompletionTime":1453933793436,"surveyName":"Trust Questions","username":"bananak"}
{"class":"gov.sandia.genlist.survey.Survey","id":410,"surveyAnswers":{"question6":"1","question1":"3","question2":"1","question3":"4","question4":"1","question5":"1"},"surveyCompletionTime":1453933793904,"surveyName":"Why are environmentalists putting graffiti on tortoises?","username":"lilmisssunshine"}
{"class":"gov.sandia.genlist.survey.Survey","id":411,"surveyAnswers":{"question1":"5","question2":"5","question3":"5","question4":"5","question5":"5"},"surveyCompletionTime":1453933803856,"surveyName":"Trust Questions","username":"doll"}
{"class":"gov.sandia.genlist.survey.Survey","id":412,"surveyAnswers":{"question1":"4","question2":"4","question3":"3","question4":"4","question5":"3"},"surveyCompletionTime":1453933817636,"surveyName":"Trust Questions","username":"Jalong2"}
{"class":"gov.sandia.genlist.survey.Survey","id":413,"surveyAnswers":{"question6":"4","question1":"1","question2":"2","question3":"3","question4":"1","question5":"2"},"surveyCompletionTime":1453933845791,"surveyName":"Could we fly from London to New York in an hour?","username":"hannah0003"}
{"class":"gov.sandia.genlist.survey.Survey","id":414,"surveyAnswers":{"question7":"2","question6":"2","question8":"8","question1":"3","question2":"3","question3":"2","question4":"1","question5":"2"},"surveyCompletionTime":1453933856095,"surveyName":"Group Identity Questions","username":"lilmisssunshine"}
{"class":"gov.sandia.genlist.survey.Survey","id":415,"surveyAnswers":{"question1":"5","question2":"4","question3":"4","question4":"3","question5":"4"},"surveyCompletionTime":1453933880251,"surveyName":"Trust Questions","username":"lilmisssunshine"}
{"class":"gov.sandia.genlist.survey.Survey","id":416,"surveyAnswers":{"question6":"2","question1":"1","question2":"2","question3":"3","question4":"1","question5":"2"},"surveyCompletionTime":1453933924771,"surveyName":"Could we fly from London to New York in an hour?","username":"IAmHere"}
{"class":"gov.sandia.genlist.survey.Survey","id":417,"surveyAnswers":{"question6":"1","question1":"1","question2":"2","question3":"1","question4":"2","question5":"2"},"surveyCompletionTime":1453933937840,"surveyName":"Could we fly from London to New York in an hour?","username":"Christina"}
{"class":"gov.sandia.genlist.survey.Survey","id":418,"surveyAnswers":{"question6":"2","question1":"3","question2":"1","question3":"2","question4":"1","question5":"1"},"surveyCompletionTime":1453933986162,"surveyName":"Why are environmentalists putting graffiti on tortoises?","username":"Christina"}
{"class":"gov.sandia.genlist.survey.Survey","id":419,"surveyAnswers":{"question6":"1","question1":"1","question2":"1","question3":"4","question4":"1","question5":"1"},"surveyCompletionTime":1453933998681,"surveyName":"Why are environmentalists putting graffiti on tortoises?","username":"hannah0003"}
{"class":"gov.sandia.genlist.survey.Survey","id":420,"surveyAnswers":{"question7":"3","question6":"2","question8":"9","question1":"3","question2":"2","question3":"3","question4":"2","question5":"2"},"surveyCompletionTime":1453934020990,"surveyName":"Group Identity Questions","username":"Christina"}
{"class":"gov.sandia.genlist.survey.Survey","id":421,"surveyAnswers":{"question6":"2","question1":"1","question2":"2","question3":"3","question4":"3","question5":"2"},"surveyCompletionTime":1453934028345,"surveyName":"Could we fly from London to New York in an hour?","username":"wc"}
{"class":"gov.sandia.genlist.survey.Survey","id":422,"surveyAnswers":{"question7":"2","question6":"3","question8":"1","question1":"2","question2":"1","question3":"1","question4":"1","question5":"1"},"surveyCompletionTime":1453934050037,"surveyName":"Group Identity Questions","username":"banks25"}
{"class":"gov.sandia.genlist.survey.Survey","id":423,"surveyAnswers":{"question1":"5","question2":"4","question3":"4","question4":"4","question5":"5"},"surveyCompletionTime":1453934056117,"surveyName":"Trust Questions","username":"Christina"}
{"class":"gov.sandia.genlist.survey.Survey","id":424,"surveyAnswers":{"question6":"1","question1":"3","question2":"1","question3":"4","question4":"3","question5":"1"},"surveyCompletionTime":1453934056547,"surveyName":"Why are environmentalists putting graffiti on tortoises?","username":"IAmHere"}
{"class":"gov.sandia.genlist.survey.Survey","id":425,"surveyAnswers":{"question7":"2","question6":"5","question8":"1","question1":"2","question2":"1","question3":"1","question4":"1","question5":"1"},"surveyCompletionTime":1453934058663,"surveyName":"Group Identity Questions","username":"hannah0003"}
{"class":"gov.sandia.genlist.survey.Survey","id":426,"surveyAnswers":{"question1":"5","question2":"4","question3":"4","question4":"4","question5":"4"},"surveyCompletionTime":1453934061168,"surveyName":"Trust Questions","username":"banks25"}
{"class":"gov.sandia.genlist.survey.Survey","id":427,"surveyAnswers":{"question7":"1","question6":"3","question8":"1","question1":"2","question2":"1","question3":"1","question4":"1","question5":"1"},"surveyCompletionTime":1453934099770,"surveyName":"Group Identity Questions","username":"IAmHere"}
{"class":"gov.sandia.genlist.survey.Survey","id":428,"surveyAnswers":{"question1":"3","question2":"3","question3":"3","question4":"3","question5":"3"},"surveyCompletionTime":1453934103429,"surveyName":"Trust Questions","username":"hannah0003"}
{"class":"gov.sandia.genlist.survey.Survey","id":429,"surveyAnswers":{"question6":"2","question1":"1","question2":"2","question3":"3","question4":"3","question5":"3"},"surveyCompletionTime":1453934104135,"surveyName":"Could we fly from London to New York in an hour?","username":"panda"}
{"class":"gov.sandia.genlist.survey.Survey","id":430,"surveyAnswers":{"question6":"4","question1":"1","question2":"2","question3":"3","question4":"1","question5":"3"},"surveyCompletionTime":1453934108096,"surveyName":"Could we fly from London to New York in an hour?","username":"turking"}
{"class":"gov.sandia.genlist.survey.Survey","id":431,"surveyAnswers":{"question6":"1","question1":"3","question2":"1","question3":"4","question4":"3","question5":"1"},"surveyCompletionTime":1453934113610,"surveyName":"Why are environmentalists putting graffiti on tortoises?","username":"wc"}
{"class":"gov.sandia.genlist.survey.Survey","id":432,"surveyAnswers":{"question1":"5","question2":"3","question3":"3","question4":"3","question5":"3"},"surveyCompletionTime":1453934122107,"surveyName":"Trust Questions","username":"IAmHere"}
{"class":"gov.sandia.genlist.survey.Survey","id":433,"surveyAnswers":{"question7":"4","question6":"2","question8":"9","question1":"3","question2":"2","question3":"2","question4":"2","question5":"2"},"surveyCompletionTime":1453934131927,"surveyName":"Group Identity Questions","username":"be.moore"}
{"class":"gov.sandia.genlist.survey.Survey","id":434,"surveyAnswers":{"question7":"4","question6":"1","question8":"8","question1":"2","question2":"2","question3":"2","question4":"1","question5":"2"},"surveyCompletionTime":1453934158294,"surveyName":"Group Identity Questions","username":"wc"}
{"class":"gov.sandia.genlist.survey.Survey","id":435,"surveyAnswers":{"question1":"5","question2":"4","question3":"4","question4":"4","question5":"4"},"surveyCompletionTime":1453934175719,"surveyName":"Trust Questions","username":"wc"}
{"class":"gov.sandia.genlist.survey.Survey","id":436,"surveyAnswers":{"question6":"1","question1":"3","question2":"1","question3":"4","question4":"1","question5":"1"},"surveyCompletionTime":1453934182493,"surveyName":"Why are environmentalists putting graffiti on tortoises?","username":"panda"}
{"class":"gov.sandia.genlist.survey.Survey","id":437,"surveyAnswers":{"question1":"5","question2":"4","question3":"4","question4":"5","question5":"4"},"surveyCompletionTime":1453934188611,"surveyName":"Trust Questions","username":"be.moore"}
{"class":"gov.sandia.genlist.survey.Survey","id":438,"surveyAnswers":{"question6":"1","question1":"3","question2":"1","question3":"4","question4":"3","question5":"1"},"surveyCompletionTime":1453934198383,"surveyName":"Why are environmentalists putting graffiti on tortoises?","username":"turking"}
{"class":"gov.sandia.genlist.survey.Survey","id":439,"surveyAnswers":{"question7":"2","question6":"3","question8":"5","question1":"2","question2":"1","question3":"1","question4":"1","question5":"1"},"surveyCompletionTime":1453934215955,"surveyName":"Group Identity Questions","username":"turking"}
{"class":"gov.sandia.genlist.survey.Survey","id":440,"surveyAnswers":{"question1":"3","question2":"3","question3":"4","question4":"2","question5":"4"},"surveyCompletionTime":1453934226084,"surveyName":"Trust Questions","username":"turking"}
{"class":"gov.sandia.genlist.survey.Survey","id":441,"surveyAnswers":{"question6":"4","question1":"1","question2":"2","question3":"3","question4":"4","question5":"3"},"surveyCompletionTime":1453934228344,"surveyName":"Could we fly from London to New York in an hour?","username":"jessieg"}
{"class":"gov.sandia.genlist.survey.Survey","id":442,"surveyAnswers":{"question7":"3","question6":"4","question8":"1","question1":"1","question2":"2","question3":"1","question4":"1","question5":"1"},"surveyCompletionTime":1453934230436,"surveyName":"Group Identity Questions","username":"panda"}
{"class":"gov.sandia.genlist.survey.Survey","id":443,"surveyAnswers":{"question7":"4","question6":"3","question8":"8","question1":"2","question2":"3","question3":"3","question4":"2","question5":"3"},"surveyCompletionTime":1453934252303,"surveyName":"Group Identity Questions","username":"blueshoes"}
{"class":"gov.sandia.genlist.survey.Survey","id":444,"surveyAnswers":{"question1":"5","question2":"3","question3":"4","question4":"3","question5":"4"},"surveyCompletionTime":1453934259929,"surveyName":"Trust Questions","username":"panda"}
{"class":"gov.sandia.genlist.survey.Survey","id":445,"surveyAnswers":{"question1":"5","question2":"4","question3":"5","question4":"4","question5":"5"},"surveyCompletionTime":1453934263562,"surveyName":"Trust Questions","username":"blueshoes"}
{"class":"gov.sandia.genlist.survey.Survey","id":446,"surveyAnswers":{"question6":"3","question1":"3","question2":"3","question3":"4","question4":"2","question5":"3"},"surveyCompletionTime":1453934274841,"surveyName":"Could we fly from London to New York in an hour?","username":"natalie1"}
{"class":"gov.sandia.genlist.survey.Survey","id":447,"surveyAnswers":{"question6":"1","question1":"2","question2":"1","question3":"4","question4":"2","question5":"3"},"surveyCompletionTime":1453934291231,"surveyName":"Why are environmentalists putting graffiti on tortoises?","username":"natalie1"}
{"class":"gov.sandia.genlist.survey.Survey","id":448,"surveyAnswers":{"question6":"3","question1":"1","question2":"2","question3":"3","question4":"4","question5":"2"},"surveyCompletionTime":1453934306047,"surveyName":"Could we fly from London to New York in an hour?","username":"Cnwenberg"}
{"class":"gov.sandia.genlist.survey.Survey","id":449,"surveyAnswers":{"question6":"3","question1":"1","question2":"2","question3":"3","question4":"2","question5":"2"},"surveyCompletionTime":1453934311112,"surveyName":"Could we fly from London to New York in an hour?","username":"Tlester93"}
{"class":"gov.sandia.genlist.survey.Survey","id":450,"surveyAnswers":{"question7":"3","question6":"2","question8":"7","question1":"2","question2":"2","question3":"1","question4":"3","question5":"2"},"surveyCompletionTime":1453934319238,"surveyName":"Group Identity Questions","username":"natalie1"}
{"class":"gov.sandia.genlist.survey.Survey","id":451,"surveyAnswers":{"question1":"3","question2":"1","question3":"2","question4":"4","question5":"4"},"surveyCompletionTime":1453934328561,"surveyName":"Trust Questions","username":"natalie1"}
